Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,Above 3%,Malawi,Low,$0,Africa,12/1/2012,4.0%,32%,,40,161,,$4B,$267,9.2%,$25,175,0.046,4%,0.323,55,55,55,29%,1,0.454,0.514,0.031,15.9M,15.8%,$0B,$0B
Below Threshold,Above 3%,Tanzania,Moderate,$0,Africa,12/1/2012,4.0%,45%,,26,136,,$28B,$591,7.0%,$41,172,0.038,4%,0.155,61,62,60,57%,1,0.449,0.52,0.032,47.8M,29.5%,$2B,$1B
Below Threshold,Above 3%,Burkina Faso,Low,$0,Africa,12/1/2012,4.1%,44%,,13,154,,$11B,$652,6.2%,$38,270,0.066,4%,,56,56,55,61%,1,0.457,0.519,0.024,16.5M,27.3%,,
Below Threshold,Above 3%,Nigeria,Moderate,$0,Africa,12/1/2012,4.2%,34%,,28,138,,$463B,"$2,742",6.1%,$94,956,0.077,33%,0.168,52,52,52,67%,1,0.442,0.531,0.027,168.8M,45.2%,$1B,$9B
Below Threshold,Above 3%,Congo (Kinshasa),Low,$0,Africa,12/1/2012,4.3%,339%,,58,183,,$27B,$418,5.6%,$15,336,0.088,2%,0.284,50,51,48,31%,1,0.451,0.52,0.028,65.7M,41.0%,$0B,$0B
Below Threshold,Above 3%,Zambia,Friendly,$0,Africa,12/1/2012,4.3%,15%,,17,90,,$21B,"$1,463",6.5%,$96,183,0.057,14%,0.121,57,59,55,75%,1,0.467,0.506,0.026,14.1M,39.6%,$0B,$0B
Below Threshold,Above 3%,"Gambia, The",Low,$0,Africa,12/1/2012,4.3%,283%,,27,148,,$1B,$510,5.0%,$26,376,0.05,12%,0.28,59,60,57,85%,1,0.459,0.517,0.024,1.8M,57.7%,$0B,$0B
Below Threshold,Above 3%,Somalia,Not Clustered,,Africa,12/1/2012,4.4%,,,,,,,,,,,0.092,1%,,55,56,53,23%,1,0.473,0.498,0.028,10.2M,38.2%,,
Below Threshold,Above 3%,Uganda,Moderate,$0,Africa,12/1/2012,4.4%,37%,,33,126,,$20B,$551,8.0%,$44,213,0.045,15%,0.263,59,60,58,45%,1,0.485,0.49,0.024,36.3M,15.1%,$1B,$1B
Below Threshold,Above 3%,Angola,Low,"$4,688",Africa,12/1/2012,4.5%,52%,,66,178,,$115B,"$5,523",3.5%,$190,282,0.104,17%,0.167,52,53,50,61%,1,0.476,0.5,0.024,20.8M,41.7%,$1B,$0B
Below Threshold,Above 3%,Burundi,Low,$0,Africa,12/1/2012,4.5%,52%,,8,157,,$2B,$251,8.1%,$20,274,0.057,1%,0.143,54,56,52,23%,1,0.442,0.534,0.024,9.8M,11.2%,$0B,$0B
Below Threshold,Above 3%,Chad,Low,$0,Africa,12/1/2012,4.6%,76%,,62,189,,$13B,"$1,035",2.8%,$25,732,0.09,2%,,51,52,50,35%,1,0.485,0.49,0.024,12.4M,22.1%,,
Below Threshold,Above 3%,Mali,Low,$0,Africa,12/1/2012,4.7%,51%,,8,153,,$10B,$696,5.8%,$42,270,0.079,2%,,55,54,55,98%,1,0.471,0.5,0.028,14.9M,37.6%,,
Below Threshold,Above 3%,Niger,Low,$0,Africa,12/1/2012,5.0%,44%,,17,174,,$7B,$395,7.2%,$25,270,0.062,1%,,58,58,58,31%,1,0.5,0.474,0.026,17.2M,18.0%,,
Below Threshold,Below 1.5%,Macao SAR,Not Clustered,"$23,440",Asia,12/1/2005,0.8%,,1837,,,,$12B,"$25,190",,,,,35%,0.07,79,81,76,114%,1,0.173,0.754,0.073,0.5M,100.0%,$8B,$1B
Below Threshold,Below 1.5%,Hong Kong SAR,Very Friendly,"$23,440",Asia,12/1/2005,0.8%,24%,40546,11,,12664,$182B,"$26,713",,,80,,57%,0.078,82,85,79,124%,1,0.142,0.736,0.121,6.8M,100.0%,$14B,$13B
Below Threshold,Below 1.5%,Japan,Very Friendly,"$32,816",Asia,12/1/2005,0.8%,53%,1238181,30,,520541,"$4,570B","$35,767",8.2%,"$2,928",315,0.003,67%,0.017,82,85,79,76%,1,0.138,0.663,0.198,127.8M,86.0%,$16B,$48B
Below Threshold,Below 1.5%,South Korea,Very Friendly,"$14,064",Asia,12/1/2005,0.9%,35%,462918,17,,210176,$898B,"$18,655",5.6%,$988,290,0.005,74%,0.056,79,82,75,82%,1,0.191,0.716,0.093,48.1M,81.3%,$8B,$17B
Below Threshold,Below 1.5%,Singapore,Very Friendly,"$28,128",Asia,12/1/2005,1.0%,28%,30359,6,,21947,$127B,"$29,772",3.8%,"$1,058",80,0.002,61%,0.053,81,83,78,98%,1,0.191,0.726,0.082,4.3M,100.0%,$6B,$10B
Below Threshold,Below 1.5%,China,Friendly,$0,Asia,12/1/2005,1.2%,80%,5790017,48,,1775677,"$2,260B","$1,734",4.7%,$80,832,0.02,9%,0.056,74,75,73,30%,1,0.205,0.718,0.077,"1,303.7M",42.5%,$32B,$25B
Below Threshold,Below 1.5%,Thailand,Very Friendly,$0,Asia,12/1/2005,1.3%,38%,256169,33,,99166,$176B,"$2,685",3.5%,$95,264,0.015,15%,0.058,73,76,69,47%,1,0.223,0.7,0.077,65.6M,37.5%,$12B,$5B
Below Threshold,Below 1.5%,Georgia,Very Friendly,$0,Asia,12/1/2005,1.3%,57%,5068,21,,2841,$6B,"$1,470",8.6%,$123,448,0.022,6%,0.176,73,77,69,26%,1,0.184,0.67,0.146,4.4M,52.5%,$0B,$0B
Below Threshold,Below 1.5%,Armenia,Very Friendly,$0,Asia,12/1/2005,1.4%,37%,4360,18,,2512,$5B,"$1,625",5.3%,$85,580,0.021,5%,0.18,74,77,70,11%,1,0.219,0.665,0.116,3.0M,64.2%,$0B,$0B
Below Threshold,1.5-3%,North Korea,Not Clustered,,Asia,12/1/2005,1.6%,,83014,,,21331,,,,,,0.026,,,69,72,65,,1,0.247,0.678,0.074,23.8M,59.8%,,
Below Threshold,1.5-3%,Azerbaijan,Friendly,$0,Asia,12/1/2005,1.7%,46%,34338,113,,13427,$13B,"$1,578",7.9%,$122,756,0.044,8%,0.17,69,72,66,26%,1,0.26,0.676,0.064,8.4M,52.4%,$0B,$0B
Below Threshold,1.5-3%,Vietnam,Friendly,$0,Asia,12/1/2005,1.7%,40%,97942,45,,41455,$58B,$699,5.9%,$36,"1,050",0.024,13%,0.11,75,80,70,11%,1,0.271,0.663,0.066,82.4M,27.3%,$2B,$1B
Below Threshold,1.5-3%,Kazakhstan,Friendly,$0,Asia,12/1/2005,1.8%,44%,176947,25,,50805,$57B,"$3,771",4.1%,$154,271,0.029,3%,,66,72,60,36%,1,0.247,0.677,0.076,15.1M,54.7%,$1B,$1B
Below Threshold,1.5-3%,Myanmar,Low,,Asia,12/1/2005,1.9%,,11613,,,14817,,,2.1%,$5,,0.051,0%,0.15,64,66,61,0%,1,0.281,0.67,0.049,50.2M,28.9%,$0B,$0B
Below Threshold,1.5-3%,Sri Lanka,Friendly,$0,Asia,12/1/2005,1.9%,57%,11643,48,,9001,$24B,"$1,242",4.0%,$49,256,0.012,2%,0.108,74,77,70,17%,1,0.254,0.675,0.07,19.6M,18.4%,$1B,$1B
Below Threshold,1.5-3%,Malaysia,Very Friendly,"$4,688",Asia,12/1/2005,1.9%,36%,177373,37,,63507,$144B,"$5,572",3.2%,$179,190,0.007,49%,0.06,74,76,72,76%,1,0.302,0.654,0.044,25.8M,66.6%,$10B,$4B
Below Threshold,1.5-3%,Mongolia,Friendly,$0,Asia,12/1/2005,2.0%,40%,8647,13,,2625,$3B,$999,6.0%,$60,204,0.037,,0.306,66,69,62,22%,1,0.289,0.673,0.037,2.5M,62.5%,$0B,$0B
Below Threshold,1.5-3%,Uzbekistan,Low,$0,Asia,12/1/2005,2.0%,97%,111888,29,,46965,$14B,$547,5.1%,$28,196,0.047,3%,,68,71,64,3%,1,0.332,0.62,0.047,26.2M,36.7%,$0B,
Below Threshold,1.5-3%,Brunei,Friendly,"$23,440",Asia,12/1/2005,2.0%,,5126,,,2217,$10B,"$25,914",2.6%,$671,,0.007,37%,0.055,77,79,75,63%,1,0.289,0.679,0.032,0.4M,73.5%,$0B,$0B
Below Threshold,1.5-3%,Kyrgyzstan,Friendly,$0,Asia,12/1/2005,2.1%,68%,5233,21,,2497,$2B,$476,5.8%,$28,202,0.034,11%,0.266,68,72,64,11%,1,0.313,0.631,0.056,5.2M,35.3%,$0B,$0B
Below Threshold,1.5-3%,Indonesia,Moderate,$0,Asia,12/1/2005,2.1%,38%,341992,151,,179461,$286B,"$1,274",2.8%,$36,560,0.033,4%,0.141,69,71,67,21%,1,0.3,0.651,0.049,224.5M,45.9%,$5B,$5B
Below Threshold,1.5-3%,Maldives,Friendly,$0,Asia,12/1/2005,2.1%,9%,700,9,,225,$1B,"$3,335",7.0%,$235,,0.019,7%,0.13,74,75,73,68%,1,0.343,0.611,0.046,0.3M,33.8%,$1B,$0B
Below Threshold,1.5-3%,Turkmenistan,Not Clustered,$0,Asia,12/1/2005,2.3%,,45375,,,19166,$8B,"$1,707",3.0%,$107,,0.058,1%,,65,69,60,2%,1,0.327,0.627,0.046,4.7M,47.0%,,
Below Threshold,1.5-3%,India,Moderate,$0,Asia,12/1/2005,2.3%,67%,1411128,71,,539388,$834B,$740,4.2%,$32,264,0.056,2%,0.108,65,66,63,8%,1,0.322,0.631,0.047,"1,127.1M",29.2%,$8B,$8B
Below Threshold,1.5-3%,Bhutan,Low,$0,Asia,12/1/2005,2.3%,41%,396,62,,204,$1B,"$1,259",4.3%,$55,274,0.045,4%,0.14,64,64,64,6%,1,0.34,0.619,0.041,0.7M,31.0%,$0B,
Below Threshold,1.5-3%,Bangladesh,Moderate,$0,Asia,12/1/2005,2.3%,35%,37554,50,,23868,$60B,$421,3.2%,$13,400,0.051,0%,0.14,68,68,67,6%,1,0.343,0.614,0.043,143.1M,26.8%,$0B,$0B
Below Threshold,1.5-3%,Cambodia,Moderate,$0,Asia,12/1/2005,2.6%,22%,2776,86,,3436,$6B,$471,6.9%,$33,137,0.052,0%,,68,70,65,8%,1,0.361,0.595,0.044,13.4M,19.2%,$1B,$0B
Below Threshold,1.5-3%,Philippines,Moderate,$0,Asia,12/1/2005,2.7%,47%,74832,47,,38756,$103B,"$1,200",3.9%,$47,195,0.028,5%,0.102,68,71,64,41%,1,0.371,0.595,0.034,85.8M,46.6%,$3B,$2B
Below Threshold,1.5-3%,Laos,Low,$0,Asia,12/1/2005,2.8%,35%,1434,153,,,$3B,$472,4.3%,$20,672,0.07,1%,0.268,65,66,63,11%,1,0.404,0.559,0.037,5.8M,27.4%,$0B,$0B
Below Threshold,1.5-3%,Pakistan,Moderate,$0,Asia,12/1/2005,2.8%,43%,136636,24,,76227,$110B,$696,3.2%,$22,560,0.08,6%,0.091,65,66,64,8%,1,0.382,0.577,0.041,158.0M,34.7%,$1B,$2B
Below Threshold,1.5-3%,Nepal,Moderate,$0,Asia,12/1/2005,2.8%,33%,3242,31,,9132,$8B,$321,5.7%,$19,408,0.047,1%,0.081,65,66,64,1%,1,0.395,0.561,0.044,25.3M,15.2%,$0B,$0B
Below Threshold,Above 3%,Tajikistan,Moderate,$0,Asia,12/1/2005,3.0%,80%,2439,80,,2342,$2B,$340,4.8%,$16,224,0.054,0%,0.233,66,69,62,4%,1,0.384,0.579,0.037,6.8M,26.4%,$0B,$0B
Below Threshold,Above 3%,Timor-Leste,Low,$0,Asia,12/1/2005,3.8%,48%,176,167,,58,$0B,$487,7.3%,$33,640,0.065,0%,0.167,64,65,62,3%,1,0.48,0.493,0.027,1.0M,26.3%,,
Below Threshold,Above 3%,Afghanistan,Low,$0,Asia,12/1/2005,4.5%,36%,1016,9,,,$6B,$252,9.2%,$21,275,0.084,1%,,57,58,56,5%,1,0.493,0.487,0.02,24.9M,22.9%,,
Below Threshold,Below 1.5%,Macao SAR,Not Clustered,"$28,128",Asia,12/1/2006,0.8%,,1632,,,,$15B,"$30,364",,,,,46%,0.088,79,81,77,133%,1,0.161,0.766,0.072,0.5M,100.0%,$10B,$1B
Below Threshold,Below 1.5%,South Korea,Very Friendly,"$18,752",Asia,12/1/2006,0.9%,31%,470806,17,,213600,"$1,010B","$20,880",6.1%,"$1,201",290,0.005,78%,0.06,79,82,76,85%,1,0.186,0.718,0.097,48.4M,81.5%,$9B,$21B
Below Threshold,Below 1.5%,Japan,Very Friendly,"$32,816",Asia,12/1/2006,0.9%,53%,1231302,22,,519807,"$4,360B","$34,128",8.2%,"$2,794",350,0.003,69%,0.017,83,86,79,79%,1,0.137,0.659,0.204,127.8M,87.1%,$11B,$38B
Below Threshold,Below 1.5%,Singapore,Very Friendly,"$32,816",Asia,12/1/2006,1.0%,24%,30799,6,,23509,$148B,"$33,626",3.7%,"$1,167",80,0.002,59%,0.053,81,83,78,104%,1,0.188,0.729,0.083,4.4M,100.0%,$8B,$11B
Below Threshold,Below 1.5%,Hong Kong SAR,Very Friendly,"$28,128",Asia,12/1/2006,1.0%,24%,38555,11,,13330,$194B,"$28,292",,,80,,61%,0.078,83,86,79,137%,1,0.137,0.74,0.123,6.9M,100.0%,$16B,$14B
Below Threshold,Below 1.5%,Thailand,Very Friendly,$0,Asia,12/1/2006,1.2%,37%,261211,33,,101043,$207B,"$3,142",3.5%,$110,264,0.015,17%,0.074,73,76,69,61%,1,0.218,0.703,0.079,65.9M,38.8%,$17B,$6B
Below Threshold,Below 1.5%,China,Friendly,$0,Asia,12/1/2006,1.2%,81%,6414463,35,,1938944,"$2,710B","$2,067",4.6%,$93,832,0.019,11%,0.061,75,76,73,35%,1,0.198,0.724,0.078,"1,311.0M",43.9%,$37B,$28B
Below Threshold,Below 1.5%,Georgia,Very Friendly,$0,Asia,12/1/2006,1.3%,39%,6150,16,,3032,$8B,"$1,765",8.4%,$146,387,0.02,8%,0.171,74,77,70,38%,1,0.179,0.674,0.147,4.4M,52.5%,$0B,$0B
Below Threshold,Below 1.5%,Armenia,Very Friendly,$0,Asia,12/1/2006,1.4%,37%,4382,17,,2559,$6B,"$2,126",4.6%,$97,580,0.02,6%,0.165,74,77,70,42%,1,0.214,0.67,0.116,3.0M,64.2%,$0B,$0B
Below Threshold,1.5-3%,North Korea,Not Clustered,,Asia,12/1/2006,1.5%,,84557,,,21544,,,,,,0.026,,,69,72,65,,1,0.243,0.679,0.077,24.0M,59.9%,,
Below Threshold,1.5-3%,Vietnam,Friendly,$0,Asia,12/1/2006,1.7%,40%,102456,50,,42475,$66B,$797,6.5%,$46,"1,050",0.023,17%,0.112,75,80,70,22%,1,0.263,0.672,0.066,83.3M,27.9%,$3B,$1B
Below Threshold,1.5-3%,Azerbaijan,Friendly,$0,Asia,12/1/2006,1.8%,42%,39167,51,,13232,$21B,"$2,473",6.2%,$149,"1,000",0.042,12%,0.179,70,72,67,38%,1,0.251,0.685,0.064,8.5M,52.6%,$0B,$0B
Below Threshold,1.5-3%,Malaysia,Very Friendly,"$4,688",Asia,12/1/2006,1.8%,36%,170648,37,,63715,$163B,"$6,191",3.6%,$222,190,0.007,52%,0.065,74,76,72,74%,1,0.297,0.659,0.045,26.3M,67.5%,$12B,$5B
Below Threshold,1.5-3%,Myanmar,Low,,Asia,12/1/2006,1.9%,,12611,,,15015,,,2.0%,$5,,0.049,0%,0.161,64,66,62,0%,1,0.277,0.674,0.05,50.5M,29.4%,$0B,$0B
Below Threshold,1.5-3%,Sri Lanka,Friendly,$0,Asia,12/1/2006,1.9%,60%,11738,48,,9083,$28B,"$1,423",4.0%,$57,256,0.011,3%,0.129,74,77,70,27%,1,0.253,0.675,0.072,19.9M,18.4%,$1B,$1B
Below Threshold,1.5-3%,Brunei,Friendly,"$28,128",Asia,12/1/2006,1.9%,37%,4822,116,,3152,$11B,"$30,613",2.2%,$680,144,0.007,42%,0.055,77,79,75,80%,1,0.285,0.683,0.033,0.4M,73.9%,$0B,$0B
Below Threshold,1.5-3%,Kazakhstan,Friendly,"$4,688",Asia,12/1/2006,2.0%,44%,192532,21,,61504,$81B,"$5,292",3.9%,$210,271,0.027,3%,,67,72,61,51%,1,0.245,0.68,0.075,15.3M,54.5%,$1B,$1B
Below Threshold,1.5-3%,Mongolia,Friendly,$0,Asia,12/1/2006,2.1%,40%,9498,13,,2925,$3B,"$1,334",5.4%,$72,204,0.035,,0.269,66,70,62,30%,1,0.282,0.681,0.037,2.6M,63.5%,$0B,$0B
Below Threshold,1.5-3%,Uzbekistan,Low,$0,Asia,12/1/2006,2.1%,112%,116530,29,,48872,$17B,$643,5.5%,$35,196,0.045,6%,,68,71,64,10%,1,0.324,0.629,0.047,26.5M,36.5%,$0B,
Below Threshold,1.5-3%,Indonesia,Moderate,$0,Asia,12/1/2006,2.1%,38%,345120,97,,183726,$365B,"$1,603",2.9%,$47,576,0.032,5%,0.16,69,71,67,28%,1,0.3,0.651,0.049,227.7M,46.7%,$5B,$5B
Below Threshold,1.5-3%,Maldives,Friendly,$0,Asia,12/1/2006,2.1%,9%,887,9,,288,$1B,"$4,304",6.7%,$287,,0.017,11%,0.13,75,76,74,90%,1,0.332,0.621,0.047,0.3M,35.0%,$1B,$0B
Below Threshold,1.5-3%,Turkmenistan,Not Clustered,$0,Asia,12/1/2006,2.2%,,46256,,,19628,$10B,"$2,140",2.2%,$98,,0.057,1%,,65,69,61,5%,1,0.319,0.636,0.045,4.8M,47.3%,,
Below Threshold,1.5-3%,Bhutan,Low,$0,Asia,12/1/2006,2.2%,41%,392,62,,211,$1B,"$1,349",4.4%,$59,274,0.043,5%,0.14,65,65,65,12%,1,0.329,0.629,0.041,0.7M,31.7%,$0B,$0B
Below Threshold,1.5-3%,India,Moderate,$0,Asia,12/1/2006,2.3%,74%,1504365,35,,567182,$949B,$830,4.0%,$33,264,0.054,3%,0.112,65,66,63,15%,1,0.318,0.634,0.048,"1,143.3M",29.6%,$9B,$9B
Below Threshold,1.5-3%,Kyrgyzstan,Friendly,$0,Asia,12/1/2006,2.3%,67%,5145,21,,2450,$3B,$543,6.7%,$38,202,0.033,12%,0.232,68,72,64,25%,1,0.308,0.638,0.054,5.2M,35.3%,$0B,$0B
Below Threshold,1.5-3%,Bangladesh,Moderate,$0,Asia,12/1/2006,2.3%,35%,48137,50,,25332,$62B,$427,3.4%,$14,400,0.048,1%,0.153,68,68,67,13%,1,0.338,0.619,0.044,144.9M,27.5%,$0B,$0B
Below Threshold,1.5-3%,Cambodia,Moderate,$0,Asia,12/1/2006,2.6%,22%,3000,86,,3429,$7B,$537,5.4%,$29,137,0.048,1%,,68,71,65,13%,1,0.351,0.604,0.045,13.6M,19.3%,$1B,$0B
Below Threshold,1.5-3%,Nepal,Moderate,$0,Asia,12/1/2006,2.7%,33%,2662,31,,9131,$9B,$353,5.6%,$20,408,0.044,1%,0.08,65,66,64,5%,1,0.391,0.564,0.045,25.6M,15.5%,$0B,$0B
Below Threshold,1.5-3%,Philippines,Moderate,$0,Asia,12/1/2006,2.7%,48%,67693,47,,38456,$122B,"$1,396",4.0%,$55,195,0.027,6%,0.098,68,71,64,49%,1,0.367,0.598,0.035,87.4M,46.3%,$4B,$2B
Below Threshold,1.5-3%,Pakistan,Moderate,$0,Asia,12/1/2006,2.8%,42%,146075,24,,79345,$137B,$851,3.7%,$29,560,0.079,7%,0.11,66,66,65,21%,1,0.376,0.583,0.042,160.9M,35.1%,$1B,$2B
Below Threshold,1.5-3%,Laos,Low,$0,Asia,12/1/2006,2.9%,35%,1580,123,,,$3B,$586,4.3%,$25,672,0.068,1%,0.3,65,66,64,17%,1,0.396,0.566,0.038,5.9M,28.5%,$0B,$0B
Below Threshold,Above 3%,Tajikistan,Moderate,$0,Asia,12/1/2006,3.0%,80%,2655,80,,2414,$3B,$407,4.8%,$19,224,0.052,4%,0.144,67,70,63,31%,1,0.376,0.587,0.037,7.0M,26.5%,$0B,$0B
Below Threshold,Above 3%,Timor-Leste,Low,$0,Asia,12/1/2006,3.8%,48%,180,167,,59,$0B,$463,10.6%,$46,640,0.062,0%,0.165,64,65,62,5%,1,0.478,0.494,0.028,1.0M,26.9%,$0B,$0B
Below Threshold,Above 3%,Afghanistan,Low,$0,Asia,12/1/2006,4.4%,36%,1338,9,,,$7B,$275,9.1%,$23,275,0.082,2%,0.18,58,59,56,10%,1,0.493,0.487,0.02,25.6M,23.2%,,
Below Threshold,Below 1.5%,Macao SAR,Not Clustered,"$32,816",Asia,12/1/2007,0.8%,,1404,,,,$18B,"$36,607",,,,,47%,0.078,80,82,77,161%,1,0.15,0.778,0.071,0.5M,100.0%,$14B,$1B
Below Threshold,Below 1.5%,Japan,Very Friendly,"$32,816",Asia,12/1/2007,0.9%,53%,1251136,22,,515198,"$4,360B","$34,124",8.2%,"$2,801",350,0.003,74%,0.019,83,86,79,84%,1,0.136,0.654,0.21,127.8M,88.0%,$12B,$37B
Below Threshold,Below 1.5%,South Korea,Very Friendly,"$18,752",Asia,12/1/2007,1.0%,30%,495837,17,,222147,"$1,120B","$23,046",6.4%,"$1,379",290,0.004,79%,0.066,80,83,76,93%,1,0.18,0.72,0.1,48.6M,81.6%,$9B,$24B
Below Threshold,Below 1.5%,Singapore,Very Friendly,"$37,504",Asia,12/1/2007,1.0%,23%,17866,5,,21819,$180B,"$39,228",3.5%,"$1,333",80,0.002,70%,0.053,81,83,78,125%,1,0.184,0.731,0.085,4.6M,100.0%,$9B,$13B
Below Threshold,Below 1.5%,Hong Kong SAR,Very Friendly,"$28,128",Asia,12/1/2007,1.0%,24%,39963,11,,14338,$212B,"$30,652",,,80,,65%,0.068,82,85,79,155%,1,0.132,0.744,0.124,6.9M,100.0%,$18B,$15B
Below Threshold,Below 1.5%,Thailand,Very Friendly,$0,Asia,12/1/2007,1.2%,37%,262205,33,,104886,$247B,"$3,738",3.6%,$133,264,0.014,20%,0.071,73,76,70,80%,1,0.212,0.707,0.082,66.1M,40.1%,$21B,$7B
Below Threshold,Below 1.5%,China,Friendly,$0,Asia,12/1/2007,1.2%,81%,6791805,35,,2044606,"$3,490B","$2,648",4.4%,$113,832,0.017,16%,0.075,75,76,73,41%,1,0.192,0.729,0.079,"1,317.9M",45.2%,$41B,$33B
Below Threshold,Below 1.5%,Georgia,Very Friendly,$0,Asia,12/1/2007,1.3%,39%,6190,11,,3341,$10B,"$2,318",8.2%,$188,387,0.019,8%,0.171,74,77,70,59%,1,0.176,0.678,0.146,4.4M,52.6%,$0B,$0B
Below Threshold,Below 1.5%,Armenia,Very Friendly,$0,Asia,12/1/2007,1.4%,39%,5068,17,,2853,$9B,"$3,079",4.3%,$133,581,0.019,6%,0.175,74,77,70,63%,1,0.211,0.676,0.114,3.0M,64.1%,$0B,$0B
Below Threshold,1.5-3%,North Korea,Not Clustered,,Asia,12/1/2007,1.5%,,70370,,,18300,,,,,,0.026,,,69,72,65,,1,0.239,0.681,0.08,24.1M,60.0%,,
Below Threshold,1.5-3%,Vietnam,Friendly,$0,Asia,12/1/2007,1.7%,40%,113651,39,,45777,$77B,$919,7.1%,$58,"1,050",0.022,21%,0.112,75,80,70,52%,1,0.254,0.68,0.066,84.2M,28.5%,$4B,$1B
Below Threshold,1.5-3%,Azerbaijan,Friendly,$0,Asia,12/1/2007,1.8%,41%,41426,36,,12113,$33B,"$3,851",5.1%,$192,952,0.039,15%,0.191,70,73,67,52%,1,0.243,0.693,0.063,8.6M,52.8%,$0B,$0B
Below Threshold,1.5-3%,Malaysia,Very Friendly,"$4,688",Asia,12/1/2007,1.8%,36%,205308,31,,69970,$194B,"$7,235",3.5%,$256,166,0.007,56%,0.064,74,76,72,87%,1,0.292,0.663,0.045,26.8M,68.4%,$18B,$7B
Below Threshold,1.5-3%,Brunei,Friendly,"$28,128",Asia,12/1/2007,1.8%,37%,10176,116,,3227,$12B,"$32,109",2.3%,$738,144,0.008,45%,0.055,78,79,76,96%,1,0.28,0.686,0.033,0.4M,74.3%,$0B,$0B
Below Threshold,1.5-3%,Myanmar,Low,,Asia,12/1/2007,1.9%,,12636,,,15595,,,1.9%,$7,,0.048,0%,0.17,64,66,62,1%,1,0.272,0.678,0.05,50.8M,29.9%,$0B,$0B
Below Threshold,1.5-3%,Sri Lanka,Friendly,$0,Asia,12/1/2007,1.9%,62%,12457,40,,9261,$32B,"$1,614",3.7%,$59,256,0.011,4%,0.171,74,77,70,39%,1,0.252,0.675,0.073,20.0M,18.4%,$1B,$1B
Below Threshold,1.5-3%,Kazakhstan,Friendly,"$4,688",Asia,12/1/2007,2.1%,41%,220313,21,,66231,$105B,"$6,781",3.4%,$233,271,0.025,4%,,67,73,61,80%,1,0.244,0.682,0.073,15.5M,54.3%,$1B,$1B
Below Threshold,1.5-3%,Indonesia,Moderate,$0,Asia,12/1/2007,2.1%,38%,375545,105,,182885,$432B,"$1,870",3.1%,$58,266,0.031,6%,0.139,69,71,67,40%,1,0.3,0.651,0.049,231.0M,47.5%,$6B,$7B
Below Threshold,1.5-3%,Turkmenistan,Not Clustered,$0,Asia,12/1/2007,2.2%,,53516,,,22367,$13B,"$2,607",2.1%,$113,,0.055,1%,,65,69,61,8%,1,0.311,0.645,0.044,4.9M,47.6%,,
Below Threshold,1.5-3%,Mongolia,Friendly,$0,Asia,12/1/2007,2.2%,40%,10092,13,,3114,$4B,"$1,632",5.7%,$93,204,0.033,9%,0.218,66,70,62,46%,1,0.276,0.686,0.038,2.6M,64.6%,$0B,$0B
Below Threshold,1.5-3%,India,Moderate,$0,Asia,12/1/2007,2.2%,73%,1611404,33,,604659,"$1,240B","$1,070",3.9%,$40,271,0.052,4%,0.13,65,66,63,20%,1,0.314,0.638,0.049,"1,159.1M",29.9%,$11B,$11B
Below Threshold,1.5-3%,Bhutan,Low,$0,Asia,12/1/2007,2.2%,41%,392,48,,244,$1B,"$1,761",5.0%,$88,274,0.041,6%,0.14,66,66,65,22%,1,0.32,0.638,0.042,0.7M,32.5%,$0B,$0B
Below Threshold,1.5-3%,Bangladesh,Moderate,$0,Asia,12/1/2007,2.2%,37%,48467,74,,26626,$68B,$467,3.5%,$16,400,0.046,2%,0.16,69,69,68,24%,1,0.333,0.623,0.044,146.5M,28.2%,$0B,$1B
Below Threshold,1.5-3%,Maldives,Friendly,"$4,688",Asia,12/1/2007,2.2%,9%,917,9,,299,$2B,"$5,003",6.3%,$315,,0.015,16%,0.13,76,77,74,102%,1,0.322,0.63,0.048,0.3M,36.3%,$2B,$0B
Below Threshold,1.5-3%,Uzbekistan,Low,$0,Asia,12/1/2007,2.3%,90%,116944,15,,48718,$22B,$830,5.4%,$46,196,0.044,8%,,68,71,64,21%,1,0.317,0.637,0.046,26.9M,36.4%,$0B,
Below Threshold,1.5-3%,Kyrgyzstan,Friendly,$0,Asia,12/1/2007,2.3%,61%,5871,21,,2726,$4B,$722,6.9%,$51,202,0.032,14%,0.253,68,72,64,42%,1,0.304,0.644,0.052,5.3M,35.3%,$0B,$0B
Below Threshold,1.5-3%,Philippines,Moderate,$0,Asia,12/1/2007,2.6%,49%,69669,47,,38514,$149B,"$1,677",3.9%,$65,195,0.027,6%,0.087,68,71,64,65%,1,0.364,0.601,0.035,88.9M,46.1%,$6B,$2B
Below Threshold,1.5-3%,Nepal,Moderate,$0,Asia,12/1/2007,2.6%,33%,2699,31,,9308,$10B,$398,5.5%,$23,408,0.042,1%,0.08,66,67,65,13%,1,0.387,0.566,0.046,26.0M,15.8%,$0B,$0B
